cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
mab gn3 mab gn32 combination therapy,formulation,biological activity,quality_outcome,inhibits,1,1,high,combination therapy together with non-neutralizing mAb Gn32 demonstrated complete protection (100% survival)
peptide-binding method,formulation,detects mAb aggregation,stability,stabilizes,1,1,high,peptide-binding method coupled with fluorescence polarization detection can detect mAb aggregation
two point mutations,sequence,binding affinity,stability,stabilizes,1,1,high,identified to restore the parental antibody's high binding affinity.
fucosylation,sequence,stability,stability,positive,1,1,high,"Results showed that in the dimer, both heavy chains were fucosylated on the core GlcNAc of the Fc Asn site equivalent to"
fucosylation inhibitor,formulation,destabilizes,stability,negative,1,1,high,"In the presence of the fucosylation inhibitor, fucosylation was lost on both subunits."
excipients,formulation,eliminated aggregation,stability,inhibits,1,1,high,Supplementation of succinic acid eliminated cell aggregation and improved homogeneity of stable cell lines producing IgG
excipients,formulation,charge homogeneity,stability,stabilizes,1,1,high,Supplementation of succinic acid eliminated cell aggregation and improved homogeneity of stable cell lines producing IgG
low lactate level,stability,productivity,quality_outcome,stabilizes,1,1,medium,A low lactate level was observed in cultivation medium supplemented with succinic acid or asparagine combined with some 
galactosylation,sequence,increased binding to CD16a,quality_outcome,positive,1,1,high,galactosylation of a fucosylated Fc region increases the binding to CD16a 1.5-fold
"alpha2,3-sialylation",sequence,cd16a binding,quality_outcome,negative,1,1,high,"alpha2,3-sialylation decreases it 1.72-fold"
galactosylation,structure,thermal stability,stability,positive,1,1,high,"galactoslylated and alpha2,6-sialylated mAb:CD16a complex exhibit higher thermal stability"
pre-existing antibodies,sequence,augments mab-based antitumor effects,quality_outcome,positive,1,1,high,PATA may be playing a role in augmenting mAb-based antitumor effects.
PATA against Fc,sequence,clinical outcome,quality_outcome,positive,1,1,high,association between clinical outcome and the presence of PATA against determinant(s) on the Fc component.
reduced cys feed,formulation,cell viability,stability,destabilizes,1,1,high,disruption of the redox balance led to a substantial decline in cell viability and titer
reduced cys feed,formulation,glycosylation,quality_outcome,destabilizes,1,1,high,this shift in metabolism leads to a substantial decline in specific productivity and altered mAb glycosylation
redox imbalance,stress,increased stress,stability,destabilizes,1,1,high,"the impact redox imbalance has on ER stress, mitochondrial homeostasis, and lipid metabolism is explored"
redox imbalance,stress,er stress,stability,destabilizes,1,1,high,"the impact redox imbalance has on ER stress, mitochondrial homeostasis, and lipid metabolism is explored"
cdr-grafting,sequence,binding affinity,stability,promotes,1,1,high,humanized E6F6 antibody B11 with affinity loss was obtained by CDR-grafting approach.
peptide-binding method,formulation,monitoring of aggregation propensity,stability,stabilizes,1,1,high,potentially monitor the propensity of therapeutic protein candidates to aggregate
GDPs,formulation,interferes with UV quantification,quality_outcome,promotes,1,1,high,GDP formation... can interfere with UV absorbance-based protein quantification.
high-mannose glycans,sequence,accelerated clearance,stability,promotes,1,1,high,"High-mannose N-glycans are known to accelerate mAb clearance, likely via the mannose receptor (MR)."
glycan,sequence,internalization rate,quality_outcome,stabilizes,1,1,high,Symmetrical high-mannose glyco-pair exhibited the highest internalization rate in vitro.
glycan,sequence,fastest clearance,stability,promotes,1,1,high,"In vivo, symmetrical high-mannose glyco-pair showed the fastest clearance."
glycan,sequence,influences pharmacokinetics,stability,correlates,1,1,high,This study demonstrates that glycan pairing significantly influences the PK of mAbs.
increased internalization,structure,enable detection of PTMs,quality_outcome,promotes,1,1,high,increased internalization by antigen-presenting cells may enhance antigen presentation.
gB-specific mAbs,sequence,biological activity,stability,requires,1,1,high,gB-specific mAb...provided transgenerational protection against HSV-1 and HSV-2 mortality.
dose,formulation,viral neutralization,stability,contributes,1,1,high,"Depending on dose, viral neutralization contributed..."
coramitug,sequence,phagocytic clearance of fibrillar deposits,stability,positive,1,1,high,coramitug...aimed at promoting phagocytic clearance of fibrillar deposits
afucosylated anti-ror1 igg1 antibody,sequence,antibody-dependent cellular cytotoxicity,quality_outcome,stabilizes,1,1,high,GE-zilovertamab...is engineered to increase FcgammaRIIIA binding and thereby enhance antibody-dependent cellular cytotox
endocytosis inhibitor prochlorperazine,formulation,biological activity,quality_outcome,stabilizes,1,1,high,the endocytosis inhibitor prochlorperazine further increased this effect
receptor-mab erenumab,sequence,biological activity,stability,destabilizes,1,1,high,"the receptor-mAb, erenumab, did not modify the sensory thresholds following treatment."
ligand-mAb galcanezumab,sequence,trigeminal sensory effect,stability,stabilizes,1,1,high,galcanezumab... demonstrated a trigeminal sensory modulatory effect after treatment.
device actuation,stress,instability,stability,promotes,1,1,high,"device actuation induces sloshing, cavitation, and hydrodynamic shear, which can compromise protein stability"
fc glycoengineering,sequence,binding to activating fcgammaRIIIA,stability,stabilizes,1,1,high,Fc glycoengineering to remove the fucose subunit...enhance its binding to the activating FcgammaRIIIA.
tissue heterogeneity,structure,governs depot formation,quality_outcome,modifies,1,1,high,"tissue heterogeneity-including adipocyte geometry, collagen septa, and lymphatic distribution-governs depot formation an"
ih-t1010,formulation,supports CHO cell densities,stability,stabilizes,1,1,high,ih-T1010 supported peak viable CHO cell densities up to 1.310 cellsmL
triple amino acid mutation YPY,sequence,increased binding affinity,structure,stabilizes,1,1,high,Engineering of a triple amino acid mutation... increased its affinity to FcRn at both acidic and neutral pH
CSL305,structure,blocking activity,stability,inhibits,1,1,high,CSL305... was able to block immunoglobulin G (IgG) recycling in vitro
CSL305,structure,biological activity,stability,decreases,1,1,high,reductions in complement classical pathway activity and endogenous IgG observed following single intravenous (IV) admini
stirring,stress,strong antibody response,quality_outcome,promotes,1,1,high,stirred aggregates induced a strong antibody response that completely blocked mAb 4713-mediated cytotoxicity
freeze-thawing,stress,instability,quality_outcome,inhibits,1,1,high,freeze-thawed and non-stressed mAb 4713 elicited no immune response
aggregate properties,structure,correlates with function-blocking ADA,quality_outcome,correlates,1,1,high,"aggregate immunogenicity correlates not simply with the presence of aggregates, but with the combined effects of biophys"
arginine concentration,sequence,predictive performance,stability,enhances,1,1,high,enhance predictive performance...more robust and reliable monitoring of arginine concentrations
vs22,sequence,biological activity,quality_outcome,stabilizes,1,1,high,only Vs22 enhances cytokine production by CD8 T cells
vs22,sequence,pharmacokinetics,stability,stabilizes,1,1,high,Vs22 exhibits a better pharmacokinetic (PK) profile
vs22,sequence,greater VISTA endocytosis,stability,stabilizes,1,1,high,Vs22 exhibits a better pharmacokinetic (PK) profile and greater VISTA endocytosis
vs22,sequence,efficacy,stability,stabilizes,1,1,high,This multifaceted profile likely underlies Vs22's anti-tumor efficacy
vs22,sequence,durable tumor-specific immune memory,quality_outcome,stabilizes,1,1,high,"Vs22 treatment leads to durable, tumor-specific immune memory"
device actuation,stress,influences delivery reliability,quality_outcome,modifies,1,1,high,device actuation parameters such as spring force and injection time critically influence delivery reliability
